ID	Description	Type
712819	 Secondary position stuck: Commanded position changed {0:F3} cm but secondary position only changed {1:F3} cm	Fault
712824	 Commanded velocity at position {0:F3} is above allowed value of maximum {1:F3} + overshoot	Fault
712825	 Commanded acceleration at position {0:F3} is above allowed value of maximum {1:F3} + overshoot	Fault
712826	 Commanded deceleration at position {0:F3} is above allowed value of maximum {1:F3} + overshoot	Fault
713001	The hardware detected Vertical 5 Volt Over Current.	Fault
713002	The hardware detected  Vertical positive 48V Over Current 	Fault
713003	The hardware detected  Vertical negative 48V Over Current  	Fault
713004	The hardware detected  Vertical Brake Over Current 	Fault
713600	 A reference mark was reported at {0:F0} count by the FPGA on the primary encoder which was not found in the associated reference mark table	Fault
713601	 A reference mark was reported at {0:F0} count by the FPGA on the secondary encoder which was not found in the associated reference mark table	Fault
713602	 A reference mark was reported at {0:F0} count by the FPGA on the primary encoder which was found in the associated reference mark table but in not consistent with primary position. The last reported reference mark was at {1:F0}  counts	Fault
713603	A reference mark was reported at {0:F0} count by the FPGA on the secondary encoder which was found in the associated reference mark table but in not consistent with primary position. The last reported reference mark was at {1:F0}  counts	Fault
713604	Missed expected Ref Mark on primary at HW position {0:F3}. last detected reference mark was at index {1:F0}.	Fault
713605	Missed expected Ref Mark on secondary at HW position {0:F3}. last detected reference mark was at index {1:F0}.	Fault
713606	The Calculation of offset during initialization failed. previous latched ref count = {0:F0}. latched ref count = {1:F0} 	Fault
713607	The motor reported that it reached the final calculated destination of ({0}) during initialization without finding any reference marks.	Fault
713608	During movement, the couch is not moving or moving too slowly.	Fault
713609	Motion enable was not closed after 5min after being told to initialize 	Fault
713610	Software error while moving off a hard stop	Fault
713613	Wake and Shake procedure ended in failure	Fault
713614	Wake and Shake procedure end in failure 	Fault
713615	Wake and Shake procedure ended in failure due to no encoder counts change throughout the procedure.	Fault
713616	Wake and Shake procedure end in failure because it was unable to detect the initial electrical state of the motor.	Fault
713617	Locked Rotor procedure end in failure because it was unable to determine encoder direction.	Fault
713618	The hardware detected an encoder {0} CRC mismatch on axis {1}.	Fault
713619	The hardware detected an encoder {0} sequence number  mismatch on axis {1}.	Fault
713620	Encoder was commanded to reset. A subsequent check revealed that the encoder was not zero.	Fault
714000	Couch Lat: Difference between primary sensor and secondary sensor position of {0} centimeters exceeds maximum allowed value of {1} centimeters.	Fault
714002	Couch Lat: Couch is not moving or moving too slowly.  
Primary position sensor deviated {0} centimeters, exceeded maximum deviation of {1} centimeters.	Fault
714003	Couch Lat: During standstill, Couch moved. Primary position sensor drifted {0} centimeters, exceeded maximum drift of {1} centimeters.	Fault
714004	Couch Lat: Cannot set the Couch Lateral to power off within 1 second.	Fault
714005	Couch Lat: Cannot set the Couch Lateral to servo within 5 seconds.	Fault
714006	Couch Lat: Cannot set the Couch Lateral to move within 5 seconds.	Fault
714007	Couch Lat: Motor drive overloaded, current = {0},  max allowable current = {1} Ampere. Overriding this may cause serious hardware damage.	Fault
714008	Couch Lat: Commanded position {0} centimeters exceeds maximum allowable position {1} centimeters.	Fault
714009	Couch Lat: Commanded position {0} centimeters exceeds minimum allowable position {1} centimeters.	Fault
714013	Couch Lat: During movement, the secondary sensor reports that the couch is not moving or moving too slowly. Secondary position sensor deviation of {0} centimeters while moving, exceeded maximum deviation of {1} centimeters.	Fault
714014	Couch Lat: During standstill, couch moved. Secondary position sensor drifting of {0}centimeters exceeded maximum drift of {1}centimeters.	Fault
714015	Couch Lat: Timed out after {0}ms while settling at final position	Fault
714016	Couch Lat: Primary and secondary position moving to opposite direction: primary position changed {0} cm and secondary position changed {1} cm	Fault
714018	Couch Lat: Primary position stuck: Commanded position changed {0} cm, but primary position only changed {1} cm	Fault
714019	Couch Lat: Secondary position stuck: Commanded position changed {0} cm but secondary position only changed {1} cm	Fault
714024	CouchLat: Commanded velocity at position {0} is above allowed value of maximum {1} + overshoot	Fault
714025	CouchLat: Commanded acceleration at position {0} is above allowed value of maximum {1} + overshoot	Fault
714026	CouchLat: Commanded deceleration at position {0} is above allowed value of maximum {1} + overshoot	Fault
714226	The hardware detected Lateral 5V Over Current	Fault
714227	The hardware detected Lateral positive 48V Over Current 	Fault
714228	The Hardware detected Lateral Brake Over Current 	Fault
714800	 A reference mark was reported at {0:F0} count by the FPGA on the primary encoder which was not found in the associated reference mark table	Fault
714801	 A reference mark was reported at {0:F0} count by the FPGA on the secondary encoder which was not found in the associated reference mark table	Fault
714802	 A reference mark was reported at {0:F0} count by the FPGA on the primary encoder which was found in the associated reference mark table but in not consistent with primary position. The last reported reference mark was at {1:F0}  counts	Fault
714803	A reference mark was reported at {0:F0} count by the FPGA on the secondary encoder which was found in the associated reference mark table but in not consistent with primary position. The last reported reference mark was at {1:F0}  counts	Fault
714804	Missed expected Ref Mark on primary at HW position {0}. last detected reference mark was at index {1:F0}.	Fault
714805	Missed expected Ref Mark on secondary at HW position {0}. last detected ref mark index {1:F0}	Fault
714806	The Calculation of offset during initialization failed. previous latched ref count = {0:F0}. latched ref count = {1:F0} 	Fault
714807	The motor reported that it reached the final calculated destination ({0}) reached during initialization without finding any reference marks	Fault
714808	During movement, the couch is not moving or moving too slowly.	Fault
714809	Motion enable was not closed after 5min after being told to initialize 	Fault
714810	Software error while moving off a hard stop	Fault
714813	Wake and Shake procedure ended in failure	Fault
714814	Wake and Shake procedure end in failure 	Fault
714815	Wake and Shake procedure ended in failure due to no encoder counts change throughout the procedure.	Fault
714816	Wake and Shake procedure end in failure because it was unable to detect the initial electrical state of the motor.	Fault
714817	Locked Rotor procedure end in failure because it was unable to determine encoder direction.	Fault
714818	The hardware detected an encoder {0} CRC mismatch on axis {1}.	Fault
714819	The hardware detected an encoder {0} sequence number  mismatch on axis {1}.	Fault
714820	Encoder was commanded to reset. A subsequent check revealed that the encoder was not zero.	Fault
715225	Couch Lng: Difference between primary sensor and secondary sensor position of {0} centimeters exceeds maximum allowed value of {1} centimeters.	Fault
715227	Couch Lng: Couch is not moving or moving too slowly.  
Primary position sensor deviated {0} centimeters, exceeded maximum deviation of {1} centimeters.	Fault
715228	Couch Lng: During standstill, Couch moved. Primary position sensor drifted {0}centimeters, exceeded maximum drift of {1} centimeters.	Fault
715229	Couch Lng: Cannot set the Couch Longitude to power off within 1 second.	Fault
715230	Couch Lng: Cannot set the Couch Longitude to servo within 5 seconds.	Fault
715231	Couch Lng: Cannot set the Couch Longitude to move within 5 seconds.	Fault
715232	Couch Lng: Motor drive overloaded, current = {0} Ampere, max allowable current = {1} Ampere. Overriding this may cause serious hardware damage.	Fault
715233	Couch Lng: Commanded position {0} centimeters exceeds maximum allowable position {1} centimeters.	Fault
715234	Couch Lng: Commanded position {0} centimeters exceeds minimum allowable position {1} centimeters.	Fault
715238	Couch Lng: During movement, the secondary sensor reports that the couch is not moving or moving too slowly. Secondary position sensor deviation of {0} centimeters while moving, exceeded maximum deviation of {1} centimeters.	Fault
715239	Couch Lng: During standstill, couch moved. Secondary position sensor drifting of {0}centimeters exceeded maximum drift of {1}centimeters.	Fault
715240	Couch Lng: Timed out after {0}ms while settling at final position	Fault
715241	Couch Lng: Primary and secondary position moving to opposite direction: primary position changed {0} cm and secondary position changed {1} cm	Fault
715243	Couch Lng: Primary position stuck: Commanded position changed {0} cm, but primary position only changed {1} cm	Fault
